"Country or Area","Year","Value","Value Footnotes"
"Norway","2008","0.1","18"
"Norway","2007","0.1","18"
"Norway","2006","0.1","18"
"Norway","2005","0.2","18"
"Norway","2004","0.2","18"
"Norway","2003","0.1","18"
"Norway","2000","0.2","16"
"Norway","1995","0.2","16"
"Norway","1991","0.2","16"
"Norway","1986","0","16"
"Norway","1979","0.2","16"
"Pakistan","2018","0.6","22"
"Pakistan","2015","0.7","22"
"Pakistan","2013","1.1","22"
"Pakistan","2011","1.3","22"
"Pakistan","2010","1.3","22"
"Pakistan","2007","2.3","22"
"Pakistan","2005","3.5","22"
"Pakistan","2004","3.9","22"
"Pakistan","2001","6.8","202"
"Pakistan","1998","6.4","22"
"Pakistan","1996","3.9","203"
"Pakistan","1990","23.2","22"
"Pakistan","1987","24","22"
"Panama","2021","0.5","34"
"Panama","2019","0.4","34"
"Panama","2018","0.4","34"
"Panama","2017","0.8","34"
"Panama","2016","0.4","34"
"Panama","2015","0.4","34"
"Panama","2014","0.9","34"
"Panama","2013","0.6","34"
"Panama","2012","1.1","34"
"Panama","2011","0.7","34"
"Panama","2010","1","34"
"Panama","2009","0.6","34"
"Panama","2008","1.1","34"
"Panama","2007","2.2","34"
"Panama","2006","3.9","34"
"Panama","2005","3.2","34"
"Panama","2004","3.4","34"
"Panama","2003","4","34"
"Panama","2002","3.8","34"
"Panama","2001","7.2","34"
"Panama","2000","6","34"
"Panama","1999","8","34"
"Panama","1998","9.4","34"
"Panama","1997","8.7","34"
"Panama","1995","10.5","34"
"Panama","1991","13.2","204"
"Panama","1989","15.6","204"
"Panama","1979","1.1","205"
"Papua New Guinea","2009","15.7","22"
"Papua New Guinea","1996","22.4","22"
"Paraguay","2022","0.3","206"
"Paraguay","2021","0.2","206"
"Paraguay","2020","0.2","206"
"Paraguay","2019","0.2","206"
"Paraguay","2018","0.3","206"
"Paraguay","2017","0.2","206"
"Paraguay","2016","0.3","206"
"Paraguay","2015","0.4","206"
"Paraguay","2014","0.6","206"
"Paraguay","2013","0.6","206"
"Paraguay","2012","0.9","206"
"Paraguay","2011","1.6","206"
"Paraguay","2010","1.7","206"
"Paraguay","2009","1.7","206"
"Paraguay","2008","1.3","206"
"Paraguay","2007","2.4","206"
"Paraguay","2006","2.4","206"
"Paraguay","2005","2","206"
"Paraguay","2004","1.7","206"
"Paraguay","2003","2.7","206"
"Paraguay","2002","5","206"
"Paraguay","2001","3.3","207"
"Paraguay","1999","4.1","206"
"Paraguay","1997","4.5","207"
"Paraguay","1995","5.3","34"
"Paraguay","1990","0.3","34"
"Peru","2021","0.7","71"
"Peru","2020","1.8","71"
"Peru","2019","0.8","71"
"Peru","2018","1","71"
"Peru","2017","1.2","71"
"Peru","2016","1.2","71"
"Peru","2015","1.3","71"
"Peru","2014","1.3","71"
"Peru","2013","1.6","71"
"Peru","2012","1.8","71"
"Peru","2011","1.9","71"
"Peru","2010","2.1","71"
"Peru","2009","2.8","71"
"Peru","2008","3.6","71"
"Peru","2007","4.6","71"
"Peru","2006","5.7","71"
"Peru","2005","6.6","71"
"Peru","2004","5.6","71"
"Peru","2003","4.8","71"
"Peru","2002","6.7","71"
"Peru","2001","7.7","71"
"Peru","2000","7.3","71"
"Peru","1999","8","71"
"Peru","1998","7.8","71"
"Peru","1997","8.2","71"
"Philippines","2021","0.5","208"
"Philippines","2018","0.5","208"
"Philippines","2015","1.3","208"
"Philippines","2012","2.4","208"
"Philippines","2009","2.5","208"
"Philippines","2006","3.6","208"
"Philippines","2003","3.3","208"
"Philippines","2000","3.3","208"
"Poland","2019","0","18"
"Poland","2018","0.1","18"
"Poland","2017","0.2","18"
"Poland","2016","0.1","18"
"Poland","2015","0.2","18"
"Poland","2014","0.2","18"
"Poland","2013","0.2","18"
"Poland","2012","0.1","18"
"Poland","2011","0.1","18"
"Poland","2010","0.1","18"
"Poland","2009","0.1","18"
"Poland","2008","0.1","18"
"Poland","2007","0.3","18"
"Poland","2006","0.3","18"
"Poland","2005","0.4","18"
"Poland","2004","1","18"
"Portugal","2020","0.2","18"
"Portugal","2019","0.1","18"
"Portugal","2018","0.2","18"
"Portugal","2017","0.2","18"
"Portugal","2016","0.2","18"
"Portugal","2015","0.3","18"
"Portugal","2014","0.2","18"
"Portugal","2013","0.4","18"
"Portugal","2012","0.4","18"
"Portugal","2011","0.2","18"
"Portugal","2010","0.1","18"
"Portugal","2009","0.1","18"
"Portugal","2008","0.1","18"
"Portugal","2007","0.1","18"
"Portugal","2006","0","18"
"Portugal","2005","0.3","18"
"Portugal","2004","0.3","18"
"Portugal","2003","0.5","18"
"Romania","2020","0.7","18"
"Romania","2019","0.8","18"
"Romania","2018","0.9","18"
"Romania","2017","1.3","18"
"Romania","2016","1.1","18"
"Romania","2015","1.7","18"
"Romania","2014","2.5","18"
"Romania","2013","2.3","18"
"Romania","2012","2.2","18"
"Romania","2011","2","18"
"Romania","2010","1.5","18"
"Romania","2009","0.8","18"
"Romania","2008","1.4","18"
"Romania","2007","1.7","18"
"Romania","2006","2.6","18"
"Russia","2020","0","1"
"Russia","2019","0","1"
"Russia","2018","0","1"
"Russia","2017","0","1"
"Russia","2016","0","1"
"Russia","2015","0","1"
"Russia","2014","0","1"
"Russia","2013","0","1"
"Russia","2012","0","1"
"Russia","2011","0","1"
"Russia","2010","0","1"
"Russia","2009","0","1"
"Russia","2008","0","1"
"Russia","2007","0","1"
"Russia","2006","0.1","1"
"Russia","2005","0.2","1"
"Russia","2004","0.2","1"
"Russia","2003","0.2","1"
"Russia","2002","0.2","1"
"Russia","2001","0.4","1"
"Russia","2000","0.7","1"
"Russia","1999","1.1","1"
"Russia","1998","0.5","1"
"Russia","1997","0.4","1"
"Rwanda","2016","18.3","209"
"Rwanda","2013","18.7","210"
"Rwanda","2010","22.8","211"
"Rwanda","2005","29.3","212"
"Rwanda","2000","36","213"
"SÃ£o TomÃ© and Principe","2017","3.9","214"
"SÃ£o TomÃ© and Principe","2010","5.1","214"
"SÃ£o TomÃ© and Principe","2000","4.7","214"
"Samoa","2013","0.2","22"
"Samoa","2008","0.1","22"
"Samoa","2002","0.4","22"
"Senegal","2018","1.8","30"
"Senegal","2011","14.3","215"
"Senegal","2005","13.9","216"
"Senegal","2001","18.2","217"
"Senegal","1994","23.1","218"
"Senegal","1991","37.9","169"
"Serbia","2020","0.8","18"
"Serbia","2019","1.2","18"
"Serbia","2018","1.5","18"
"Serbia","2017","3.3","18"
"Serbia","2016","4.2","18"
"Serbia","2015","4","18"
"Serbia","2014","4.3","18"
"Serbia","2013","3.2","18"
"Serbia","2012","2.9","18"
"Seychelles","2018","0.1","219"
"Seychelles","2013","0.5","219"
"Sierra Leone","2018","6","220"
"Sierra Leone","2011","10.6","220"
"Sierra Leone","2003","23.9","220"
"Sierra Leone","1989","48","221"
"Slovak Republic","2019","0","18"
"Slovak Republic","2018","0.1","18"
"Slovak Republic","2017","0.1","18"
"Slovak Republic","2016","1.2","18"
"Slovak Republic","2015","0.3","18"
"Slovak Republic","2014","0.5","18"
"Slovak Republic","2013","0.2","18"
"Slovak Republic","2012","0.2","18"
"Slovak Republic","2011","0.2","18"
"Slovak Republic","2010","0.3","18"
"Slovak Republic","2009","0.2","18"
"Slovak Republic","2008","0.2","18"
"Slovak Republic","2007","0.2","18"
"Slovak Republic","2006","0.1","18"
"Slovak Republic","2005","0.1","18"
"Slovak Republic","2004","0","18"
"Slovenia","2020","0","18"
"Slovenia","2019","0","18"
"Slovenia","2018","0","18"
"Slovenia","2017","0","18"
"Slovenia","2016","0","18"
"Slovenia","2015","0","18"
"Slovenia","2014","0","18"
"Slovenia","2013","0","18"
"Slovenia","2012","0","18"
"Slovenia","2011","0","18"
"Slovenia","2010","0","18"
"Slovenia","2009","0","18"
"Slovenia","2008","0","18"
"Slovenia","2007","0","18"
"Slovenia","2006","0","18"
"Slovenia","2005","0.1","18"
"Slovenia","2004","0","18"
"Solomon Islands","2012","7.3","22"
"Solomon Islands","2005","20.1","22"
"South Africa","2014","6.9","222"
"South Africa","2010","5.5","223"
"South Africa","2008","5.4","222"
"South Africa","2005","9.3","223"
"South Africa","2000","14.3","39"
"South Africa","1993","12","224"
"South Asia","2021","2","82"
"South Asia","2020","2.5","82"
"South Asia","2019","2","82"
"South Asia","2018","2","82"
"South Asia","2017","2.4","82"
"South Asia","2016","3.1","82"
"South Asia","2015","3.3","82"
"South Asia","2014","3.5","82"
"South Asia","2013","3.7","82"
"South Asia","2012","3.9","82"
"South Asia","2011","4.4","82"
"South Asia","2010","5.6","82"
"South Asia","2009","6.5","82"
"South Asia","2008","6.8","82"
"South Asia","2007","7.2","82"
"South Asia","2006","7.8","82"
"South Asia","2005","8.2","82"
"South Asia","2004","8.9","82"
"South Asia","2003","9.4","82"
"South Asia","2002","9.8","82"
"South Asia","1996","10.8","82"
"South Asia","1995","11.3","82"
"South Asia","1994","11.9","82"
"South Asia","1993","12.4","82"
"South Asia","1992","12.9","82"
"South Asia","1991","13.9","82"
"South Asia","1990","14.3","82"
"South Asia","1989","14.5","82"
"South Asia","1988","14.7","82"
"South Asia","1987","15.4","82"
"South Asia","1986","15.8","82"
"South Asia","1985","16.4","82"
"South Asia","1984","17.1","82"
"South Asia","1983","18.1","82"
"South Asia","1982","19","82"
"South Asia","1981","19.3","82"
"South Sudan","2016","32","225"
"South Sudan","2009","14.6","226"
"Spain","2020","0.5","18"
"Spain","2019","0.6","18"
"Spain","2018","0.6","18"
"Spain","2017","0.5","18"
"Spain","2016","0.7","18"
"Spain","2015","0.6","18"
"Spain","2014","0.5","18"
"Spain","2013","0.7","18"
"Spain","2012","0.6","18"
"Spain","2011","0.9","18"
"Spain","2010","0.5","18"
"Spain","2009","0.6","18"
"Spain","2008","0.4","18"
"Spain","2007","0.3","18"
"Spain","2006","0.6","18"
"Spain","2005","0.6","18"
"Spain","2004","0.6","18"
"Spain","2003","0.6","18"
"Spain","2000","0.5","19"
"Spain","1999","0.4","19"
"Spain","1998","0.6","19"
"Spain","1997","0.6","19"
"Spain","1996","0.9","19"
"Spain","1995","0.7","19"
"Spain","1994","0.7","19"
"Spain","1993","0.8","19"
"Spain","1990","0.3","227"
"Spain","1985","0","227"
"Spain","1980","0.2","227"
"Sri Lanka","2019","0.1","22"
"Sri Lanka","2016","0.2","22"
"Sri Lanka","2012","0.4","22"
"Sri Lanka","2009","0.6","22"
"Sri Lanka","2006","0.9","22"
"Sri Lanka","2002","2","22"
"Sri Lanka","1995","2.2","228"
"Sri Lanka","1990","2.1","22"
"Sri Lanka","1985","3.5","229"
"St. Lucia","2016","2.8","230"
"St. Lucia","1995","14.3","231"
"Sub-Saharan Africa","2019","12.7","82"
"Sub-Saharan Africa","2018","12.8","82"
"Sub-Saharan Africa","2017","13.1","82"
"Sub-Saharan Africa","2016","13.4","82"
"Sub-Saharan Africa","2015","13.5","82"
"Sub-Saharan Africa","2014","13.5","82"
"Sub-Saharan Africa","2013","14","82"
"Sub-Saharan Africa","2012","14.5","82"
"Sub-Saharan Africa","2011","15.2","82"
"Sub-Saharan Africa","2010","15.8","82"
"Sub-Saharan Africa","2009","17","82"
"Sub-Saharan Africa","2008","17.2","82"
"Sub-Saharan Africa","2007","18.3","82"
"Sub-Saharan Africa","2006","19.2","82"
"Sub-Saharan Africa","2005","20.2","82"
"Sub-Saharan Africa","2004","21.3","82"
"Sub-Saharan Africa","2003","22.9","82"
"Sub-Saharan Africa","2002","24","82"
"Sub-Saharan Africa","2001","24.9","82"
"Sub-Saharan Africa","2000","25.6","82"
"Sub-Saharan Africa","1999","25.6","82"
"Sub-Saharan Africa","1998","25.9","82"
"Sub-Saharan Africa","1997","26.1","82"
"Sub-Saharan Africa","1996","26.4","82"
"Sub-Saharan Africa","1995","27.1","82"
"Sub-Saharan Africa","1994","27.6","82"
"Sub-Saharan Africa","1993","27","82"
"Sub-Saharan Africa","1992","26.1","82"
"Sub-Saharan Africa","1991","25.2","82"
"Sub-Saharan Africa","1990","23.9","82"
"Sudan","2014","3.6","226"
"Sudan","2009","5.2","226"
"Suriname","1999","13.9","232"
"Sweden","2020","0.3","18"
"Sweden","2019","0.2","18"
"Sweden","2018","0.6","18"
"Sweden","2017","0.1","18"
"Sweden","2016","0.2","18"
"Sweden","2015","0.3","18"
"Sweden","2014","0.3","18"
"Sweden","2013","0.5","18"
"Sweden","2012","0.4","18"
"Sweden","2011","0.4","18"
"Sweden","2010","0.4","18"
"Sweden","2009","0.3","18"
"Sweden","2008","0.5","18"
"Sweden","2007","0.3","18"
"Sweden","2006","0.3","18"
"Sweden","2005","0.8","18"
"Sweden","2004","0.3","18"
"Sweden","2003","0.2","18"
"Sweden","2002","0","233"
"Sweden","2000","0","233"
"Sweden","1995","0.1","233"
"Sweden","1992","0","233"
"Sweden","1987","0.1","233"
"Sweden","1981","0.2","233"
"Sweden","1975","0.3","233"
"Switzerland","2018","0","18"
"Switzerland","2017","0","18"
"Switzerland","2016","0","18"
"Switzerland","2015","0","18"
"Switzerland","2014","0","18"
"Switzerland","2013","0","18"
"Switzerland","2012","0","18"
"Switzerland","2011","0","18"
"Switzerland","2010","0","18"
"Switzerland","2009","0","18"
"Switzerland","2008","0","18"
"Switzerland","2007","0","18"
"Switzerland","2006","0","18"
"Switzerland","2002","0","234"
"Switzerland","2000","0","234"
"Switzerland","1992","0.5","235"
"Switzerland","1982","0.6","236"
"Syrian Arab Republic","2003","0.2","143"
"Syrian Arab Republic","1996","0.4","143"
"TÃ¼rkiye","2019","0","89"
"TÃ¼rkiye","2018","0","89"
"TÃ¼rkiye","2017","0","89"
"TÃ¼rkiye","2016","0","89"
"TÃ¼rkiye","2015","0.1","89"
"TÃ¼rkiye","2014","0","89"
"TÃ¼rkiye","2013","0.1","89"
"TÃ¼rkiye","2012","0","89"
"TÃ¼rkiye","2011","0","89"
"TÃ¼rkiye","2010","0.1","89"
"TÃ¼rkiye","2009","0.1","89"
"TÃ¼rkiye","2008","0.2","89"
"TÃ¼rkiye","2007","0.1","89"
"TÃ¼rkiye","2006","0.3","89"
"TÃ¼rkiye","2005","0.4","89"
"TÃ¼rkiye","2004","0.3","89"
"TÃ¼rkiye","2003","0.8","89"
"TÃ¼rkiye","2002","0.3","89"
"TÃ¼rkiye","1994","0.6","237"
"TÃ¼rkiye","1987","0.5","237"
"Tajikistan","2015","1.4","238"
"Tajikistan","2009","1.4","239"
"Tajikistan","2007","4.5","239"
"Tajikistan","2004","5","1"
"Tajikistan","2003","10.5","239"
"Tajikistan","1999","21.2","239"
"Tanzania","2018","13.6","1"
"Tanzania","2011","13.3","1"
"Tanzania","2007","21","1"
"Tanzania","2000","43.6","1"
"Tanzania","1991","28","1"
"Thailand","2021","0","228"
"Thailand","2020","0","228"
"Thailand","2019","0","228"
"Thailand","2018","0","228"
"Thailand","2017","0","228"
"Thailand","2016","0","228"
"Thailand","2015","0","228"
"Thailand","2014","0","228"
"Thailand","2013","0","228"
"Thailand","2012","0","228"
"Thailand","2011","0","228"
"Thailand","2010","0","228"
"Thailand","2009","0","228"
"Thailand","2008","0","228"
"Thailand","2007","0.1","228"
"Thailand","2006","0.2","228"
"Thailand","2004","0.2","228"
"Thailand","2002","0.3","228"
"Thailand","2000","0.6","228"
"Thailand","1999","0.6","228"
"Thailand","1998","0.4","228"
"Thailand","1996","0.5","228"
"Thailand","1994","0.8","228"
"Thailand","1992","1.7","228"
"Thailand","1990","2.5","228"
"Thailand","1988","3.7","240"
"Thailand","1981","5.8","240"
"The Gambia","2020","4.5","203"
"The Gambia","2015","3","203"
"The Gambia","2010","9.1","203"
"The Gambia","2003","20.3","94"
"The Gambia","1998","39.1","241"
"Timor-Leste","2014","5.1","242"
"Timor-Leste","2007","10.1","242"
"Timor-Leste","2001","12.3","243"
"Togo","2018","8.5","30"
"Togo","2015","23.5","32"
"Togo","2011","26.7","32"
"Togo","2006","24.9","32"
"Tonga","2015","0.4","22"
"Tonga","2009","0.3","22"
"Tonga","2000","0.7","22"
"Trinidad and Tobago","1992","0.5","244"
"Trinidad and Tobago","1988","0","245"
"Tunisia","2015","0","246"
"Tunisia","2010","0.3","246"
"Tunisia","2005","0.5","246"
"Tunisia","2000","0.8","247"
"Tunisia","1995","2.1","247"
"Tunisia","1990","2.1","248"
"Tunisia","1985","3","248"
"Turkmenistan","1998","14.7","2"
"Tuvalu","2010","0.5","143"
"Uganda","2019","13.7","249"
"Uganda","2016","13.7","249"
"Uganda","2012","11.3","249"
"Uganda","2009","15.7","249"
"Uganda","2005","22.4","249"
"Uganda","2002","27.8","249"
"Uganda","1999","29.7","250"
"Uganda","1996","25.8","250"
"Uganda","1992","27.2","250"
"Uganda","1989","26.6","149"
"Ukraine","2020","0","251"
"Ukraine","2019","0","251"
"Ukraine","2018","0","251"
"Ukraine","2017","0","251"
"Ukraine","2016","0","251"
"Ukraine","2015","0","251"
"Ukraine","2014","0","251"
"Ukraine","2013","0","251"
"Ukraine","2012","0","251"
"Ukraine","2011","0","251"
"Ukraine","2010","0","251"
"Ukraine","2009","0","251"
"Ukraine","2008","0","251"
"Ukraine","2007","0","251"
"Ukraine","2006","0","251"
"Ukraine","2005","0.1","251"
"Ukraine","2004","0.1","251"
"Ukraine","2003","0.2","251"
"Ukraine","2002","0.5","251"
"Ukraine","1996","1.9","22"
"Ukraine","1995","1.9","39"
"Ukraine","1993","0.4","252"
"Ukraine","1992","0.9","252"
"United Arab Emirates","2018","0","253"
"United Arab Emirates","2013","0","253"
"United Kingdom","2020","0.3","254"
"United Kingdom","2019","0.2","254"
"United Kingdom","2018","0.3","254"
"United Kingdom","2017","0.2","254"
"United Kingdom","2016","0.2","254"
"United Kingdom","2015","0.2","254"
"United Kingdom","2014","0.2","254"
"United Kingdom","2013","0.2","254"
"United Kingdom","2012","0.2","254"
"United Kingdom","2011","0.2","254"
"United Kingdom","2010","0.2","254"
"United Kingdom","2009","0.2","254"
"United Kingdom","2008","0.2","254"
"United Kingdom","2007","0.2","254"
"United Kingdom","2006","0.2","254"
"United Kingdom","2005","0.2","254"
"United Kingdom","2004","0.2","254"
"United Kingdom","2003","0.2","254"
"United Kingdom","2002","0.2","254"
"United Kingdom","2001","0.2","254"
"United Kingdom","2000","0.2","254"
"United Kingdom","1999","0.2","254"
"United Kingdom","1998","0.1","254"
"United Kingdom","1997","0.1","254"
"United Kingdom","1996","0.1","254"
"United Kingdom","1995","0.2","254"
"United Kingdom","1994","0.2","254"
"United Kingdom","1993","0","255"
"United Kingdom","1992","0","255"
"United Kingdom","1991","0","255"
"United Kingdom","1990","0","255"
"United Kingdom","1989","0","255"
"United Kingdom","1988","0","255"
"United Kingdom","1987","0","255"
"United Kingdom","1986","0.1","255"
"United Kingdom","1985","0","255"
"United Kingdom","1984","0","255"
"United Kingdom","1983","0","255"
"United Kingdom","1982","0","255"
"United Kingdom","1981","0","255"
"United Kingdom","1980","0","255"
"United Kingdom","1979","0","255"
"United Kingdom","1978","0","255"
"United Kingdom","1977","0.1","255"
"United Kingdom","1976","0","255"
"United Kingdom","1975","0.1","255"
"United Kingdom","1974","0.1","255"
"United Kingdom","1973","0","255"
"United Kingdom","1972","0.1","255"
"United Kingdom","1971","0","255"
"United Kingdom","1970","0","255"
"United Kingdom","1969","0.1","255"
"United Kingdom","1968","0","255"
"United States","2021","0.2","256"
"United States","2020","0.2","256"
"United States","2019","0.8","256"
"United States","2018","0.9","256"
"United States","2017","1","256"
"United States","2016","0.9","256"
"United States","2015","0.9","256"
"United States","2014","1","256"
"United States","2013","0.8","256"
"United States","2012","0.8","256"
"United States","2011","0.8","256"
"United States","2010","0.9","256"
"United States","2009","0.7","256"
"United States","2008","0.9","256"
"United States","2007","0.8","256"
"United States","2006","0.8","256"
"United States","2005","0.8","256"
"United States","2004","0.8","256"
"United States","2003","0.8","256"
"United States","2002","0.6","256"
"United States","2001","0.7","257"
"United States","2000","0.6","257"
"United States","1999","0.5","257"
"United States","1998","0.6","257"
"United States","1997","0.5","257"
"United States","1996","0.5","257"
"United States","1995","0.4","257"
"United States","1994","0.4","257"
"United States","1993","0.4","257"
"United States","1992","0.4","257"
"United States","1991","0.3","257"
"United States","1990","0.3","257"
"United States","1989","0.3","257"
"United States","1988","0.3","257"
"United States","1987","0.3","257"
"United States","1986","0.4","257"
"United States","1985","0.4","257"
"United States","1984","0.4","257"
"United States","1983","0.4","257"
"United States","1982","0.5","257"
"United States","1981","0.4","257"
"United States","1980","0.3","257"
"United States","1979","0.4","257"
"United States","1978","0.4","257"
"United States","1977","0.4","257"
"United States","1976","0.4","257"
"United States","1975","0.4","257"
"United States","1974","0.5","257"
"United States","1973","0.6","257"
"United States","1972","0.6","257"
"United States","1971","0.6","257"
"United States","1970","0.7","257"
"United States","1969","0.4","257"
"United States","1968","0.6","257"
"United States","1967","0.6","257"
"United States","1966","0.7","257"
"United States","1965","0.8","257"
"United States","1964","1","257"
"United States","1963","0.9","257"
"Upper middle income","2020","0.3",""
"Upper middle income","2019","0.5",""
"Upper middle income","2018","0.5",""
"Upper middle income","2017","0.6",""
"Upper middle income","2016","0.6",""
"Upper middle income","2015","0.7",""
"Upper middle income","2014","0.7",""
"Upper middle income","2013","0.8",""
"Upper middle income","2012","1.7",""
"Upper middle income","2011","2",""
"Upper middle income","2010","2.7",""
"Upper middle income","2009","3.3",""
"Upper middle income","2008","3.8",""
"Upper middle income","2007","4",""
"Upper middle income","2006","4.5",""
"Upper middle income","2005","4.7",""
"Upper middle income","2004","6",""
"Upper middle income","2003","7.2",""
"Upper middle income","2002","8.2",""
"Upper middle income","2001","9.4",""
"Upper middle income","2000","10.1",""
"Upper middle income","1999","11.2",""
"Upper middle income","1998","12.3",""
"Upper middle income","1997","11.7",""
"Upper middle income","1996","11.6",""
"Upper middle income","1995","12.7",""
"Upper middle income","1994","14.3",""
"Upper middle income","1993","16.3",""
"Upper middle income","1992","17.2",""
"Upper middle income","1991","18",""
"Upper middle income","1990","18.6",""
"Upper middle income","1989","19.7",""
"Upper middle income","1988","15.5",""
"Upper middle income","1987","17.7",""
"Upper middle income","1986","19",""
"Upper middle income","1985","20.5",""
"Upper middle income","1984","22.5",""
"Upper middle income","1983","25.9",""
"Upper middle income","1982","28.2",""
"Upper middle income","1981","30.1",""
"Uruguay","2021","0","258"
"Uruguay","2020","0.1","35"
"Uruguay","2019","0","35"
"Uruguay","2018","0","35"
"Uruguay","2017","0","35"
"Uruguay","2016","0","35"
"Uruguay","2015","0","35"
"Uruguay","2014","0","35"
"Uruguay","2013","0","35"
"Uruguay","2012","0","35"
"Uruguay","2011","0","35"
"Uruguay","2010","0.1","35"
"Uruguay","2009","0.1","35"
"Uruguay","2008","0.1","35"
"Uruguay","2007","0.1","35"
"Uruguay","2006","0.1","35"
"Uzbekistan","2003","37.8","1"
"Uzbekistan","2002","34.5","1"
"Uzbekistan","2000","38.4","1"
"Uzbekistan","1998","27.7","1"
"Vanuatu","2019","2.3","259"
"Vanuatu","2010","3.6","22"
"Venezuela","2006","3.9","260"
"Venezuela","2005","8.6","260"
"Venezuela","2004","8.4","260"
"Venezuela","2003","9.6","260"
"Venezuela","2002","7.9","260"
"Venezuela","2001","4.6","260"
"Venezuela","1999","5.3","260"
"Venezuela","1998","5.2","260"
"Venezuela","1995","4.1","260"
"Venezuela","1992","2.5","260"
"Venezuela","1989","3.2","260"
"Venezuela","1987","1.2","261"
"Venezuela","1981","1.2","261"
"Viet Nam","2020","0.1","262"
"Viet Nam","2018","0.2","262"
"Viet Nam","2016","0.2","262"
"Viet Nam","2014","0.3","262"
"Viet Nam","2012","0.3","262"
"Viet Nam","2010","0.6","262"
"Viet Nam","2008","2.5","262"
"Viet Nam","2006","3.5","262"
"Viet Nam","2004","4.9","262"
"Viet Nam","2002","7.3","262"
"Viet Nam","1997","5.5","263"
"Viet Nam","1992","12.9","263"
"West Bank and Gaza","2016","0.1","264"
"West Bank and Gaza","2011","0.1","264"
"West Bank and Gaza","2010","0","264"
"West Bank and Gaza","2009","0","264"
"West Bank and Gaza","2007","0.2","264"
"West Bank and Gaza","2006","0","264"
"West Bank and Gaza","2005","0","264"
"West Bank and Gaza","2004","0.1","264"
"World","2019","2.8","82"
"World","2018","2.8","82"
"World","2017","2.9","82"
"World","2016","3.1","82"
"World","2015","3.1","82"
"World","2014","3.1","82"
"World","2013","3.3","82"
"World","2012","3.7","82"
"World","2011","4","82"
"World","2010","4.7","82"
"World","2009","5.2","82"
"World","2008","5.5","82"
"World","2007","5.8","82"
"World","2006","6.3","82"
"World","2005","6.6","82"
"World","2004","7.4","82"
"World","2003","8.2","82"
"World","2002","8.8","82"
"World","2001","9.4","82"
"World","2000","9.8","82"
"World","1999","10.3","82"
"World","1998","10.8","82"
"World","1997","10.6","82"
"World","1996","10.6","82"
"World","1995","11.3","82"
"World","1994","12.1","82"
"World","1993","12.9","82"
"World","1992","13.3","82"
"World","1991","13.8","82"
"World","1990","14","82"
"World","1989","14.4","82"
"World","1988","12.7","82"
"World","1987","13.7","82"
"World","1986","14.2","82"
"World","1985","14.9","82"
"World","1984","15.9","82"
"World","1983","17.4","82"
"World","1982","18.4","82"
"World","1981","19.2","82"
"Yemen","2014","4.8","265"
"Yemen","2005","2","265"
"Yemen","1998","1.7","265"
"Zambia","2015","31.9","266"
"Zambia","2010","31.4","267"
"Zambia","2006","33.6","268"
"Zambia","2004","30.7","269"
"Zambia","2002","21.3","270"
"Zambia","1998","19.8","271"
"Zambia","1996","18.9","272"
"Zambia","1993","30.9","149"
"Zambia","1991","37","1"
"Zimbabwe","2019","13.5","273"
"Zimbabwe","2017","9.4","274"
"Zimbabwe","2011","5.2","275"

"footnoteSeqID","Footnote"
"1","Based on data from HBS. Estimated from unit-record consumption data."
"2","Based on data from LSMS. Estimated from unit-record consumption data."
"3","Based on data from EWS. Estimated from unit-record consumption data."
"4","Based on data from ENCNVM. Estimated from grouped consumption data."
"5","Based on data from ENMNV. Estimated from grouped consumption data."
"6","Based on data from EDCM. Estimated from grouped consumption data."
"7","Based on data from IDREA. Estimated from unit-record consumption data."
"8","Based on data from IBEP-MICS. Estimated from unit-record consumption data."
"9","Based on data from EPHC-S2. Estimated from unit-record income data. Urban only."
"10","Based on data from EPH. Estimated from unit-record income data. Urban only."
"11","Based on data from EPH. Estimated from grouped income data. Urban only."
"12","Based on data from ILCS. Estimated from unit-record consumption data."
"13","Based on data from SIH-LIS. Estimated from unit-record income data."
"14","Based on data from SIH-HES-LIS. Estimated from unit-record income data."
"15","Based on data from SIHCA-LIS. Estimated from unit-record income data."
"16","Based on data from IDS-LIS. Estimated from unit-record income data."
"17","Based on data from IHS-LIS. Estimated from unit-record income data."
"18","Based on data from EU-SILC. Estimated from unit-record income data."
"19","Based on data from ECHP-LIS. Estimated from unit-record income data."
"20","Based on data from MC-LIS. Estimated from unit-record income data."
"21","Based on data from SLC. Estimated from unit-record consumption data."
"22","Based on data from HIES. Estimated from unit-record consumption data."
"23","Based on data from HHES. Estimated from unit-record consumption data."
"24","Based on data from HHES. Estimated from grouped consumption data."
"25","Based on data from HHS. Estimated from unit-record consumption data."
"26","Based on data from PSBH-ECHP-LIS. Estimated from unit-record income data."
"27","Based on data from SEP-LIS. Estimated from unit-record income data."
"28","Based on data from LFS. Estimated from unit-record income data. PPP is partially imputed."
"29","Based on data from SLC. Estimated from unit-record income data. PPP is partially imputed."
"30","Based on data from EHCVM. Estimated from unit-record consumption data."
"31","Based on data from EMICOV. Estimated from unit-record consumption data."
"32","Based on data from QUIBB. Estimated from unit-record consumption data."
"33","Based on data from BLSS. Estimated from unit-record consumption data."
"34","Based on data from EH. Estimated from unit-record income data."
"35","Based on data from ECH. Estimated from unit-record income data."
"36","Based on data from ENE. Estimated from unit-record income data."
"37","Based on data from BMTHS. Estimated from unit-record consumption data."
